	VC10-Ctrl_S1.bam	VC11-Ctrl_S3.bam	VC35B-Ctrl_S5.bam	VC35C-Ctrl_S7.bam	VC10-VC_S2.bam	VC11-VC_S4.bam	VC35B-VC_S6.bam	VC35C-VC_S8.bam
Maf1	492	357	348	537	400	399	254	419
Fam203a	225	181	203	257	140	181	132	166
Tssk5	0	0	0	0	0	0	0	0
Heatr7a	343	302	175	298	336	331	167	174
Bop1	1015	870	883	1255	921	960	673	995
Scx	0	0	0	0	0	0	0	0
Hsf1	299	261	207	290	270	269	183	230
Dgat1	102	101	110	149	108	90	54	80
Scrt1	0	2	4	1	0	0	0	1
Fbxl6	219	205	227	260	218	215	171	205
Slc52a2	91	79	55	112	72	83	53	70
Adck5	152	125	90	121	121	128	78	87
Cpsf1	1387	1116	906	1103	1234	1339	680	905
Slc39a4	240	215	253	390	217	203	175	277
Vps28	181	183	155	252	173	196	150	183
Tonsl	520	483	365	469	478	568	282	439
Cyhr1	345	290	316	396	302	341	231	309
Kifc2	8	13	9	10	13	23	7	13
Foxh1	435	310	373	597	348	349	240	367
Ppp1r16a	236	223	188	245	233	238	138	190
Gpt	23	17	16	23	17	26	10	8
Mfsd3	36	23	25	35	20	28	20	25
Recql4	276	272	231	326	213	248	217	273
Lrrc14	198	192	156	200	206	217	132	182
Lrrc24	1	1	2	1	2	1	1	0
C030006K11Rik	30	31	36	36	34	43	22	20
Arhgap39	261	249	202	354	223	265	189	237
Gm17271	0	0	0	0	0	0	0	0
Zfp251	120	82	59	105	112	97	54	88
Zfp7	523	511	388	513	406	462	271	411
Commd5	115	88	106	144	102	113	77	110
Rpl8	12361	9496	7730	13613	10743	10900	5919	8987
Zfp647	30	25	23	32	23	18	10	26
1110038F14Rik	204	195	148	228	162	186	102	154
Mb	1	0	0	5	0	0	0	0
Apol6	58	49	48	83	24	26	16	43
Rbfox2	1839	1661	1231	1857	1546	1702	994	1327
Apol7a	0	0	0	0	0	0	0	0
Gm20688	0	0	0	0	0	0	0	0
Apol9b	0	0	0	0	0	0	0	0
Apol7b	0	0	0	0	0	0	0	0
4930571N24Rik	0	0	0	0	0	0	0	0
Apol10a	0	0	0	0	0	0	0	0
Apol11a	0	0	0	0	0	0	0	0
Apol7c	0	0	0	0	0	0	0	0
Apol10b	0	0	0	0	0	0	0	0
AL592187.1	0	0	0	0	0	0	0	0
Apol11b	0	0	0	0	0	0	0	0
Apol7e	0	0	0	0	0	0	0	0
Apol9a	0	0	0	0	0	0	0	0
Apol8	1	3	1	0	5	6	1	0
Myh9	2694	2218	1068	1844	2275	2593	924	1276
Txn2	673	588	519	806	571	601	374	464
Foxred2	151	135	143	202	113	108	86	101
Eif3d	2427	2064	1951	2869	2178	2313	1404	2029
Cacng2	0	0	0	0	0	0	0	0
A730060N03Rik	0	0	0	0	0	0	0	0
Ift27	67	40	32	58	44	63	15	48
Pvalb	0	0	0	0	0	0	0	0
Ncf4	0	0	0	0	0	0	0	0
Csf2rb2	0	0	0	0	0	0	0	0
Csf2rb	0	0	0	0	0	0	0	0
1700061J05Rik	1	0	0	0	0	0	0	0
Tst	165	132	143	207	149	175	96	156
Mpst	168	178	132	216	162	178	127	165
Kctd17	147	119	112	147	102	106	65	67
Tmprss6	0	1	1	1	0	0	0	0
Il2rb	0	0	0	0	0	0	0	0
C1qtnf6	1	1	0	0	3	2	0	0
Sstr3	10	0	0	0	0	3	0	0
Gm6723	13	16	13	25	14	17	11	17
Rac2	80	85	74	123	59	52	47	53
Cyth4	0	0	0	0	0	0	0	0
Elfn2	0	0	0	0	0	0	0	0
Mfng	3	2	4	8	0	1	3	0
Card10	24	16	21	46	10	8	12	16
Cdc42ep1	37	20	14	14	13	11	8	11
Lgals2	0	0	0	0	0	0	0	0
Gga1	459	365	261	402	411	420	233	312
Sh3bp1	635	498	406	563	512	534	298	413
1700027A07Rik	0	0	0	0	0	0	0	0
Pdxp	136	101	87	160	95	70	74	78
Lgals1	326	191	228	367	130	144	96	144
Nol12	231	205	190	268	174	199	136	199
Triobp	540	528	368	609	488	530	286	427
H1f0	422	318	209	383	320	360	188	283
Gcat	1134	1007	1044	1600	973	1003	765	1084
Ankrd54	153	121	145	193	139	122	94	129
Eif3l	3621	3066	2419	3677	3295	3333	1824	2466
Micall1	57	43	19	49	31	35	24	21
1700088E04Rik	3	1	0	4	2	4	1	0
Polr2f	577	431	382	617	430	461	312	447
Sox10	0	0	0	0	0	0	0	0
Gm10863	9	7	2	13	8	5	4	6
Pick1	250	249	184	252	226	257	156	174
Slc16a8	0	0	0	0	0	0	0	0
Baiap2l2	2	0	3	0	0	0	0	0
Pla2g6	197	171	193	275	202	197	131	197
Gm20420	0	0	0	0	0	0	0	0
Maff	15	16	10	18	8	8	9	18
Tmem184b	372	290	170	297	339	329	137	188
Csnk1e	409	317	252	411	385	376	218	275
Gm16059	1	0	1	0	1	1	0	0
Kcnj4	9	5	1	7	8	8	3	2
Kdelr3	51	45	45	43	34	43	19	30
Ddx17	4419	3596	3041	4357	4518	4248	2429	3227
Dmc1	10	8	22	25	6	11	4	18
4933432B09Rik	2	3	3	3	1	4	3	0
Cby1	93	79	59	107	55	76	47	57
Tomm22	639	504	556	893	521	564	409	576
Josd1	297	221	257	364	224	256	169	215
Gtpbp1	514	426	421	621	446	482	312	427
Sun2	180	197	120	158	152	150	61	96
Gm16575	0	0	0	0	0	0	0	0
Gm16576	3	8	4	4	3	9	1	2
Dnalc4	107	88	97	163	84	101	67	107
Nptxr	147	113	78	90	128	136	58	90
Npcd	130	101	71	70	114	118	52	81
Cbx6	960	750	562	776	856	893	409	605
Apobec3	540	467	459	699	354	442	291	493
Cbx7	1062	959	770	1100	906	1026	605	743
Pdgfb	23	17	29	53	16	22	24	32
Rpl3	1996	1620	1439	2426	1840	1836	1047	1630
Syngr1	385	272	267	430	347	305	193	270
Tab1	94	84	64	89	124	103	38	73
Mgat3	55	46	40	80	34	36	32	52
Smcr7l	1065	842	803	1110	926	1018	611	787
Atf4	1822	1497	1640	2897	1473	1609	1328	2070
Rps19bp1	207	157	158	268	189	171	124	198
Cacna1i	2	0	1	0	0	0	0	0
Enthd1	2	0	0	0	0	0	1	0
Grap2	18	18	5	6	15	16	1	4
Fam83f	4	0	0	0	5	2	0	0
Tnrc6b	913	667	532	763	798	981	359	515
Adsl	999	879	856	1171	773	839	619	825
Sgsm3	191	148	80	120	139	178	70	93
Mkl1	213	186	103	170	215	240	98	165
4930483J18Rik	0	0	0	0	0	0	0	0
Mchr1	0	0	0	0	0	0	0	0
Slc25a17	291	252	191	311	286	281	153	189
St13	3656	2826	2492	3704	3136	3091	1756	2459
Xpnpep3	365	293	272	372	281	331	201	279
Dnajb7	0	0	0	0	0	0	0	0
Gm17025	0	0	0	0	0	0	0	0
Rbx1	277	243	213	300	260	259	165	190
Gm5218	23	24	20	44	26	26	17	31
Ep300	1772	1670	1054	1351	1594	1992	772	996
L3mbtl2	1337	1212	998	1397	1071	1270	675	915
Chadl	5	6	3	6	2	3	3	0
Rangap1	2364	1734	1542	2383	2054	2140	1176	1651
Zc3h7b	916	759	571	845	857	849	415	599
Tef	201	187	106	155	189	185	100	127
Gm8444	0	0	0	2	0	0	0	0
Tob2	316	224	182	238	309	334	135	172
Phf5a	664	504	561	781	474	584	382	595
Aco2	1712	1330	1177	1884	1427	1452	827	1361
Polr3h	179	158	183	265	163	172	121	165
Csdc2	0	0	0	0	1	0	0	0
Pmm1	1574	1170	744	1333	1381	1505	665	914
Gm5805	2030	1563	1501	2768	1670	1792	1144	1736
1700029P11Rik	45	38	36	55	75	66	37	96
Xrcc6	442	362	309	516	366	405	249	378
Pppde2	288	237	191	305	239	250	154	201
Nhp2l1	643	522	520	838	522	510	369	517
4930407I10Rik	0	0	0	0	0	0	0	0
Mei1	0	0	1	0	0	0	0	0
Ccdc134	55	51	47	69	46	44	36	29
Srebf2	2671	2192	2117	3096	2510	2497	1780	2353
AC105358.1	12	16	24	21	15	9	16	25
Tnfrsf13c	0	0	0	0	0	0	0	3
Cenpm	280	251	219	308	221	217	150	183
1500009C09Rik	2	3	2	2	5	3	0	1
Sep-03	37	14	17	22	39	20	8	18
Wbp2nl	12	4	3	11	10	19	12	16
Naga	122	119	59	119	120	144	82	88
Fam109b	4	1	2	7	3	4	5	6
1500032L24Rik	333	211	181	347	242	269	174	239
Ndufa6	408	265	233	442	357	315	186	311
Cyp2d22	0	1	0	1	1	1	1	1
Cyp2d11	0	0	0	0	0	0	0	0
Cyp2d10	0	0	0	0	0	0	0	0
Cyp2d9	0	0	0	0	0	0	0	0
Gm5806	146	117	137	189	127	149	81	134
Cyp2d12	0	0	0	0	0	0	0	0
Cyp2d34	0	0	0	0	0	0	0	0
Cyp2d37-ps	0	0	0	0	0	0	0	0
Cyp2d40	0	0	0	0	0	0	0	0
Gm5062	0	0	0	0	0	0	0	0
Cyp2d26	0	0	0	0	0	0	0	0
Tcf20	2521	1873	1312	2077	2212	2180	969	1374
Nfam1	1	5	0	3	8	5	1	0
Serhl	30	34	31	42	28	37	23	25
Gm17206	0	0	0	0	0	0	0	0
Rrp7a	609	430	422	690	442	587	353	476
Poldip3	2105	1716	1642	2309	2088	2094	1277	1752
Cyb5r3	1065	813	743	1118	933	957	596	824
A4galt	430	331	210	322	416	411	186	247
Arfgap3	94	75	50	66	100	86	28	55
1700001L05Rik	137	107	124	160	100	126	51	91
Pacsin2	776	631	490	852	550	628	383	492
Ttll1	66	56	39	63	39	51	19	41
Bik	7	2	5	4	5	1	1	4
Mcat	177	156	166	256	155	180	120	164
Tspo	129	77	115	184	147	121	61	121
Ttll12	555	492	402	607	596	513	317	391
Scube1	2	3	0	2	7	3	0	0
Mpped1	0	0	0	0	0	0	0	0
Efcab6	0	0	0	0	0	0	0	0
Sult4a1	90	62	65	139	66	69	50	65
Pnpla5	0	0	0	0	0	0	0	0
Pnpla3	73	75	80	77	51	77	35	62
Samm50	1767	1475	1502	2428	1309	1514	991	1509
Parvb	602	362	431	616	465	473	306	495
Parvg	1	1	6	6	0	2	4	7
1810041L15Rik	4	1	0	0	4	2	0	0
Ldoc1l	20	19	22	29	23	38	16	26
Prr5	118	74	78	126	70	90	61	56
Arhgap8	97	67	65	99	68	71	43	56
Phf21b	14	12	11	30	5	12	8	17
Nup50	1612	1306	1034	1560	1531	1429	800	1074
5031439G07Rik	297	213	149	228	286	252	114	164
Upk3a	0	0	0	0	0	0	0	0
Fam118a	630	475	369	609	656	647	297	409
Smc1b	6	3	4	4	7	7	3	10
Gm10923	0	1	1	0	1	1	1	1
Ribc2	0	0	0	0	0	0	0	0
Fbln1	1083	753	396	572	1081	999	298	364
Atxn10	1985	1623	1464	2042	1836	1811	1073	1509
AC115763.1	0	0	0	0	0	0	0	0
Gm4825	0	0	0	0	0	0	0	0
Wnt7b	0	0	2	0	0	0	0	0
Ppara	1	2	0	0	0	1	0	0
2210021J22Rik	65	47	53	67	43	39	41	63
Pkdrej	0	0	0	0	1	0	0	0
Ttc38	62	30	27	25	37	42	25	26
Gtse1	1838	1534	986	1439	1609	1668	822	1032
Trmu	44	35	39	30	20	51	25	37
Celsr1	956	785	514	745	873	909	453	520
Gramd4	52	48	13	29	37	47	17	14
Gm15722	0	0	0	0	0	0	0	0
Cerk	6	4	4	8	8	13	1	4
Gm15569	0	0	0	0	0	0	0	0
Tbc1d22a	200	173	139	186	179	173	114	163
Fam19a5	2	0	4	3	4	0	0	1
Zdhhc25	0	0	0	0	0	0	0	0
Brd1	1327	1029	788	1218	1203	1245	617	899
Zbed4	356	307	247	368	299	283	173	249
Alg12	68	53	45	55	50	76	46	50
Creld2	348	266	214	433	271	288	183	249
Pim3	662	574	767	1099	598	578	575	739
Gm20621	1	6	6	6	0	0	1	0
Ttll8	0	1	4	2	0	0	0	0
Mlc1	0	0	0	0	0	0	0	0
Mov10l1	9	8	6	6	12	8	8	8
Panx2	0	0	0	0	0	0	0	0
1810021B22Rik	0	0	0	0	0	0	0	0
Trabd	163	133	155	226	112	93	92	140
1300018J18Rik	16	15	17	16	26	21	10	10
Tubgcp6	463	432	331	383	402	505	272	330
Hdac10	24	19	20	32	24	26	8	15
Mapk12	6	0	9	14	5	4	2	4
Mapk11	13	7	13	31	11	12	16	18
Plxnb2	1812	1703	1282	1646	1514	1846	965	1209
Fam116b	59	64	52	51	63	88	54	61
Ppp6r2	41	35	31	46	64	41	27	43
Sbf1	853	761	643	948	858	841	558	684
Adm2	12	8	27	39	5	12	23	20
Miox	0	0	0	0	0	0	0	0
Lmf2	321	293	228	343	243	264	166	197
Ncaph2	1104	900	844	1333	960	1068	668	933
Sco2	135	136	111	153	135	134	69	101
Tymp	96	108	83	120	107	104	59	85
Odf3b	0	0	0	0	0	0	0	0
Klhdc7b	0	0	0	0	0	0	0	0
Syce3	0	0	1	0	0	0	0	3
Cpt1b	56	47	55	105	50	47	49	97
Chkb	151	123	133	242	116	133	95	194
C730034F03Rik	4	1	0	1	0	0	0	3
Mapk8ip2	236	213	188	297	224	250	194	277
Arsa	176	169	185	259	151	151	135	185
C230037L18Rik	1	3	2	6	1	2	3	3
Shank3	81	78	127	192	60	80	96	124
Gm15609	0	0	0	0	0	0	0	0
Acr	0	0	0	0	0	0	0	0
Rabl2	85	45	49	77	49	68	29	41
Syt10	0	0	0	0	0	0	0	0
Alg10b	486	416	319	476	454	423	209	325
Cpne8	1	3	1	7	6	3	3	2
Rpl31-ps8	1792	1448	1193	2192	1501	1539	850	1309
Kif21a	20	11	15	30	20	15	5	9
Abcd2	0	0	0	0	0	0	0	0
CN725425	47	33	22	42	59	76	40	46
Slc2a13	0	0	0	0	0	0	0	0
4933438A12Rik	0	0	0	0	0	0	0	0
Lrrk2	46	30	21	40	71	66	24	22
Smgc	0	0	0	0	0	0	0	0
Muc19	0	1	0	0	1	0	0	0
Cntn1	0	0	0	0	0	0	0	1
Pdzrn4	245	212	28	38	440	350	34	62
Gxylt1	283	248	224	315	233	278	121	202
Yaf2	37	30	12	30	47	26	10	21
Zcrb1	103	69	48	78	64	74	40	47
Pphln1	429	341	289	396	332	375	194	259
Prickle1	179	154	96	89	194	297	88	88
Adamts20	0	1	2	3	0	0	0	3
Pus7l	93	70	68	103	82	101	86	84
Irak4	53	44	30	38	56	60	29	31
Twf1	1307	1156	961	1449	1285	1394	766	1111
Tmem117	30	22	18	30	34	19	12	26
Nell2	0	0	0	0	0	1	1	2
Dbx2	0	0	0	0	0	0	0	0
Ano6	308	218	193	269	220	272	117	142
Gm17546	2	0	0	0	1	0	1	2
D030018L15Rik	0	0	0	0	0	0	0	0
Arid2	1108	883	597	833	993	1075	480	624
Scaf11	1982	1659	1365	2188	1627	1796	1034	1491
Slc38a1	671	537	1190	1788	467	490	818	1190
Slc38a2	3724	2898	2574	3445	3492	3691	2019	2676
AC109201.1	0	0	0	0	0	0	0	0
Slc38a4	162	84	31	53	232	167	33	67
Amigo2	1	3	2	4	4	4	3	6
Fam113b	274	208	241	303	250	282	163	265
Rpap3	183	158	122	230	154	198	103	133
Endou	0	0	0	0	0	0	0	0
Rapgef3	5	9	17	46	4	4	17	21
Gm16257	0	0	0	0	0	0	0	0
Gm16256	0	0	0	0	0	0	0	0
Slc48a1	83	45	101	147	61	70	70	121
Hdac7	91	72	155	226	69	73	104	156
Vdr	0	0	0	0	4	2	1	0
Tmem106c	11	12	12	36	10	8	15	25
Col2a1	5	0	1	2	6	5	2	7
Senp1	707	612	496	726	665	757	387	519
Pfkm	385	298	216	349	358	396	212	312
Asb8	294	239	154	227	338	364	132	214
AI836003	0	0	0	0	1	1	0	0
Olfr288	0	0	0	0	0	0	0	0
Olfr287	0	0	0	0	0	2	0	0
Olfr286	0	0	0	0	0	0	0	0
H1fnt	0	0	0	0	0	0	0	0
Zfp641	0	0	0	0	0	0	0	0
Olfr285	0	0	0	0	0	0	0	0
Olfr284	0	0	0	0	0	0	0	0
Olfr283	0	0	0	0	0	0	0	0
Olfr282	0	0	0	0	0	0	0	0
Olfr281	0	0	0	0	0	0	0	0
Lalba	0	0	0	0	0	0	0	0
Olfr279	0	0	0	0	0	0	0	0
Kansl2	603	502	428	639	496	547	309	443
Ccnt1	988	816	667	977	931	895	537	694
9330020H09Rik	19	17	8	8	8	18	9	10
4930415O20Rik	0	0	1	1	0	1	0	0
Adcy6	28	25	22	38	21	25	12	12
Cacnb3	222	200	153	207	180	165	118	144
Ddx23	1417	1064	905	1384	1094	1202	690	950
Rnd1	12	8	15	39	3	6	7	13
Ccdc65	0	0	0	0	0	1	1	0
Fkbp11	26	25	51	81	14	21	21	41
Arf3	1758	1321	1173	1766	1354	1481	913	1114
Wnt10b	0	0	0	0	0	0	0	0
Wnt1	0	0	0	0	0	0	0	0
Ddn	0	0	1	3	1	1	0	3
Prkag1	403	291	240	304	348	354	169	232
Mll2	3766	3120	1762	2140	3175	3834	1451	1697
Rhebl1	90	102	94	132	90	86	59	87
Dhh	0	1	2	0	0	0	0	0
Lmbr1l	147	135	153	199	138	137	122	159
Tuba1b	4075	3377	4096	6718	3275	3508	2818	4313
Tuba1a	2106	1674	1938	3227	1509	1656	1301	1997
Gm8973	2	0	0	0	1	0	0	1
Tuba1c	2558	2143	2207	3615	1896	2125	1484	2224
Prph	6	10	17	39	5	6	5	8
Troap	154	145	117	182	108	151	87	130
C1ql4	0	0	0	1	0	1	0	1
Dnajc22	27	22	22	38	14	22	21	23
Spats2	440	312	367	599	317	311	247	367
Kcnh3	198	207	247	368	219	245	239	292
Mcrs1	351	282	276	357	305	329	215	279
Fam186b	6	0	2	3	1	2	2	3
Prpf40b	174	134	113	175	172	193	107	129
Fmnl3	208	166	186	306	130	149	118	149
Tmbim6	1887	1591	1643	2317	1629	1687	1111	1586
Nckap5l	243	210	124	189	186	212	85	140
4921518J05Rik	0	0	0	0	0	0	0	0
Bcdin3d	53	42	27	56	64	43	34	38
Faim2	0	0	0	0	0	0	0	0
AC117831.1	9	6	9	11	2	6	4	10
Aqp2	0	0	0	0	0	0	0	0
Aqp5	0	1	1	1	0	0	0	1
Aqp6	0	0	0	0	0	0	0	0
Racgap1	1030	945	860	1240	798	950	587	827
Accn2	18	19	35	44	15	9	18	14
Gm17349	3	1	1	3	1	4	4	1
Smarcd1	1540	1404	1132	1679	1389	1537	871	1214
Gm16537	0	0	0	0	0	0	0	0
Gpd1	5	6	3	9	7	4	2	3
2310016M24Rik	160	115	149	222	136	132	113	130
Lass5	361	272	294	378	325	321	208	295
Gm17058	0	0	0	0	0	0	0	0
Lima1	3119	2562	1087	1464	2651	2873	882	1088
Gm17057	0	0	0	0	0	0	0	0
Gm9763	19	17	20	32	12	18	8	18
1700030F18Rik	0	0	0	0	0	0	0	0
RP23-32P19.2	3	3	0	0	0	4	0	0
Larp4	1508	1190	1152	1939	1299	1372	777	1216
Dip2b	695	648	460	622	688	717	349	478
Atf1	657	568	631	871	604	705	495	660
Tmprss12	4	0	0	1	5	1	1	2
Mettl7a1	41	18	20	35	29	36	19	19
Mettl7a3	6	4	3	3	1	2	0	1
AB099516	3	2	0	5	5	2	2	3
Mettl7a2	6	6	3	8	10	8	5	5
Higd1c	0	0	0	0	0	0	0	0
Slc11a2	362	287	236	377	267	340	186	238
Gm5475	0	0	0	0	0	0	0	0
Letmd1	142	119	37	52	190	181	31	63
Csrnp2	371	358	173	313	479	574	209	288
Tfcp2	165	127	77	102	221	260	93	126
Pou6f1	170	124	110	161	193	200	81	109
Gm20680	0	0	0	0	0	0	0	0
Dazap2	603	518	402	655	597	591	288	435
Smagp	259	185	160	230	264	263	166	205
Cela1	5	1	1	4	0	1	0	4
Galnt6	129	93	41	97	68	63	23	32
1810009N23Rik	0	0	0	0	0	0	0	0
Slc4a8	92	79	75	131	44	63	61	107
Scn8a	26	17	30	29	18	14	16	30
AC104834.1	8	13	18	24	4	8	10	14
Ankrd33	0	0	0	0	0	0	0	0
Acvrl1	10	11	8	16	5	8	4	3
Gm16031	0	0	0	0	0	0	0	0
Acvr1b	589	446	309	446	569	525	265	285
Grasp	58	39	21	68	79	47	19	64
Nr4a1	348	284	256	386	330	361	214	314
9430023L20Rik	304	232	222	362	237	277	183	273
6030408B16Rik	1	0	0	1	3	0	0	0
Krt80	0	0	1	5	0	0	3	2
Krt7	9	5	3	1	7	4	0	3
Krt83	0	0	0	0	0	0	0	0
1700011A15Rik	0	0	0	0	0	0	0	0
Krt81	0	0	0	0	0	0	0	0
Krt86	0	0	0	0	0	0	0	0
5430421N21Rik	0	0	0	0	0	0	0	0
Krt84	0	0	0	0	0	0	0	0
Krt82	0	0	0	0	0	0	0	0
4732456N10Rik	0	0	0	0	0	0	0	0
Krt75	0	0	0	0	0	0	0	0
Gm5414	0	0	0	0	0	0	0	0
AC120787.1	0	0	0	0	0	0	0	0
Krt6b	0	0	0	0	0	0	0	0
Krt6a	0	0	0	0	0	0	0	0
Krt5	0	0	0	0	0	0	0	0
Krt71	0	0	0	0	0	0	0	0
Krt74	0	0	0	0	2	0	0	0
Krt72-ps	0	0	0	0	0	0	0	0
Krt73	0	0	0	0	0	0	0	0
Krt2	0	0	0	0	0	0	0	0
Krt1	0	0	0	0	0	0	0	0
Krt77	0	0	0	0	0	0	0	0
Krt76	0	0	0	0	0	0	0	0
Krt4	0	0	0	0	0	0	0	0
Krt79	0	0	0	0	0	0	0	0
Krt78	0	0	0	0	0	0	0	0
Krt8	110	105	111	209	87	105	64	102
Krt18	10	8	14	27	9	7	10	23
Eif4b	7838	6376	4887	7433	7495	7403	3745	5028
Tenc1	10	18	15	18	10	6	11	12
Spryd3	130	109	106	152	117	137	54	94
Igfbp6	0	0	0	0	0	0	0	1
Soat2	11	8	13	23	0	4	19	13
Csad	110	81	98	171	100	97	57	96
Zfp740	922	714	658	1042	813	795	562	741
Itgb7	58	54	109	151	28	28	50	79
Rarg	567	380	442	643	421	439	345	450
Mfsd5	439	348	389	552	439	436	262	367
Espl1	1562	1321	1008	1392	1358	1409	875	1107
Pfdn5	323	242	258	362	276	273	166	269
Myg1	328	231	261	342	235	291	176	257
Aaas	780	632	420	630	593	651	346	451
Sp7	0	0	0	0	0	0	0	0
Sp1	3014	2582	1912	2732	2697	2904	1487	1927
Amhr2	10	8	11	27	12	10	7	21
Prr13	189	153	136	242	117	177	119	161
Pcbp2	5450	4442	3496	5378	4670	4924	2536	3658
Map3k12	217	137	118	152	142	189	83	122
Gm10337	2	2	1	0	1	1	0	0
Tarbp2	382	330	315	478	334	364	244	315
Npff	0	2	2	1	2	3	0	1
Atf7	118	106	63	57	117	116	40	41
Atp5g2	253	213	226	379	224	237	154	239
Calcoco1	239	185	125	204	208	216	92	124
Hoxc13	117	67	33	66	98	83	33	47
Hoxc12	34	21	13	20	21	38	8	18
Hotair	1	0	0	0	0	0	0	0
Hoxc11	0	2	0	0	3	7	0	0
Hoxc10	2	1	0	1	0	1	0	0
Gm20398	3	0	0	0	0	2	0	0
Mir196a-2	0	0	0	0	0	0	0	0
Hoxc9	0	0	0	0	0	0	0	0
Hoxc8	0	0	0	0	0	0	0	0
Hoxc6	0	0	0	0	0	0	0	0
Hoxc5	9	2	0	2	4	6	0	1
Mir615	0	0	0	0	0	0	0	0
Hoxc4	57	41	16	16	54	45	15	12
Smug1	173	129	153	198	169	163	107	129
Cbx5	7717	6116	4751	6995	6633	7103	3849	4882
Hnrnpa1	1617	1265	1037	1509	1207	1497	775	941
Nfe2	9	11	9	13	4	6	8	9
Copz1	1268	940	980	1456	1009	988	622	940
Gpr84	0	0	0	0	0	1	0	0
Zfp385a	469	298	177	345	300	320	110	197
Itga5	148	70	180	368	104	78	132	229
Gtsf1	3	2	3	10	19	21	10	21
BC048502	0	0	0	0	0	0	0	0
Nckap1l	412	284	140	181	436	415	106	136
Pde1b	79	84	91	174	60	69	78	111
Ppp1r1a	26	21	42	77	20	14	16	59
Glycam1	0	0	0	0	0	0	0	0
AC225888.1	0	0	0	0	0	0	0	0
Spt1	0	0	0	0	0	0	0	0
Olfr161	0	0	0	0	0	0	0	0
Mefv	0	0	0	0	0	0	0	0
AC139347.1	334	358	538	872	163	259	351	557
Zfp263	351	276	271	452	252	319	199	269
Olfr15	0	0	0	0	0	0	0	0
Zfp174	13	15	15	23	4	14	10	18
Zfp597	79	94	92	142	92	89	80	83
Nat15	249	240	207	329	233	248	145	238
Gm20695	93	62	60	101	76	79	44	66
1700037C18Rik	0	0	0	2	0	3	0	0
Cluap1	100	77	74	138	83	84	48	93
Gm15537	0	0	0	0	0	0	0	0
Nlrc3	2	3	3	4	3	4	2	5
Slx4	368	336	294	347	352	455	228	304
Gm15879	13	10	3	9	8	11	2	3
Dnase1	0	0	0	0	0	0	1	0
Trap1	1157	1057	1020	1562	1063	1213	835	1141
Crebbp	1610	1353	938	1362	1526	1831	790	1032
Adcy9	8	10	5	15	9	7	3	14
Srl	135	129	102	170	96	125	76	112
Tfap4	353	273	258	418	268	360	185	259
Glis2	444	407	317	431	410	431	245	343
Pam16	30	21	30	55	25	21	22	25
Coro7	199	196	131	196	206	204	112	179
Vasn	9	5	10	4	13	11	9	11
Dnaja3	638	539	592	862	605	583	443	660
Nmral1	121	101	93	191	77	74	70	101
Hmox2	172	136	121	232	140	156	122	162
Gm15859	0	0	1	2	0	1	0	0
5730403B10Rik	452	318	306	447	336	375	214	319
Gm15835	3	2	1	2	0	1	0	2
4930562C15Rik	0	0	0	0	0	0	0	0
Fam100a	237	235	190	207	210	244	131	161
Mgrn1	480	459	392	559	464	481	332	439
Nudt16l1	321	274	329	452	255	292	211	300
Anks3	70	77	67	96	55	85	57	64
4930451G09Rik	6	1	4	2	2	3	1	1
Sep-12	0	0	0	0	0	0	0	0
AC163723.1	9	6	11	8	3	4	3	7
Rogdi	143	127	127	197	109	126	105	133
Glyr1	1350	1145	1023	1582	1195	1255	799	1101
Ubn1	525	467	326	475	594	598	265	345
Ppl	3	5	3	2	9	5	4	3
Sec14l5	3	3	0	0	0	1	0	1
Nagpa	136	145	162	174	158	195	114	165
AU021092	0	0	0	0	0	0	0	0
Alg1	177	146	153	204	162	189	132	160
Fam86	223	176	215	325	196	209	174	246
Gm15983	1	0	0	2	0	1	0	0
Rbfox1	3	0	0	0	1	2	0	0
Cldn26	0	0	0	0	0	0	0	0
Mettl22	38	18	28	46	32	34	29	46
Abat	6	3	3	6	21	13	3	11
Tmem186	165	137	154	217	140	148	98	120
Pmm2	196	217	195	233	182	197	152	196
Carhsp1	346	279	284	418	319	343	233	293
Usp7	3467	3169	2865	4373	2847	3358	2031	3000
1810013L24Rik	647	608	599	877	654	646	465	685
Gm10247	127	108	104	202	116	123	60	128
Grin2a	7	3	1	0	2	3	1	1
Rpl39l	123	119	76	134	346	423	178	334
Atf7ip2	90	68	86	110	95	90	77	91
Emp2	118	82	46	86	113	114	40	47
Tekt5	6	3	2	2	4	7	1	0
Nubp1	525	504	546	759	496	492	379	503
Fam18a	11	8	5	8	9	11	5	6
Ciita	0	4	2	0	4	1	1	1
Dexi	44	25	35	54	36	41	31	42
Clec16a	410	356	276	420	388	439	218	295
Gm15558	0	0	0	0	0	0	0	0
Socs1	43	22	22	39	38	29	19	24
Tnp2	0	0	0	0	0	0	0	0
Prm3	0	0	0	0	0	0	0	0
Prm2	0	0	0	0	0	0	0	0
Prm1	0	0	0	0	0	0	0	0
Gm10343	98	79	59	104	92	79	40	60
Gm11172	0	0	0	0	0	0	0	0
A630055G03Rik	111	111	87	105	89	91	66	81
RP23-203B24.3	0	0	0	0	0	0	0	0
Litaf	335	295	273	444	314	273	209	313
Snn	47	39	49	72	40	36	31	38
Txndc11	178	153	142	243	133	171	113	159
Zc3h7a	206	221	241	325	181	210	146	195
Rsl1d1	2012	1653	2103	3297	1576	1727	1441	2169
Gspt1	2022	1704	1747	2809	1614	1837	1227	1870
